time,seconds_elapsed,z,y,x
1722585142865993000,-0.342007080078125,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585142885899500,-0.3221005859375,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585142905806000,-0.30219384765625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585142925712600,-0.282287353515625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585142945619200,-0.262380859375,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585142965525800,-0.24247412109375,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585142985432000,-0.22256787109375,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143005338600,-0.202661376953125,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143025245200,-0.1827548828125,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143045151700,-0.16284814453125,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143065058300,-0.142941650390625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143084968000,-0.123031982421875,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143104877600,-0.103122314453125,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143124787200,-0.083212890625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143144696800,-0.06330322265625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143164606500,-0.0433935546875,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143184516000,-0.02348388671875,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143204425700,-0.00357421875,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143224335400,0.01633544921875,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143244245000,0.036244873046875,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143264154600,0.056154541015625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143284154600,0.076154541015625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143304154600,0.096154541015625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143324154600,0.116154541015625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143344154600,0.136154541015625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143364154600,0.156154541015625,-0.41601699590682983,0.20118500292301178,-0.04012100026011467
1722585143388373500,0.18037353515625,-1.1806050539016724,-1.0591399669647217,-0.27404698729515076
1722585143398373600,0.19037353515625,-1.1806050539016724,-1.0591399669647217,-0.27404698729515076
1722585143408359200,0.200359130859375,-0.3851169943809509,-0.5260949730873108,0.18404899537563324
1722585143418344700,0.2103447265625,-0.3851169943809509,-0.5260949730873108,0.18404899537563324
1722585143428335600,0.220335693359375,-1.60856294631958,-0.8578270077705383,-0.4484350085258484
1722585143438326800,0.230326904296875,-1.60856294631958,-0.8578270077705383,-0.4484350085258484
1722585143448315100,0.240315185546875,3.4983251094818115,0.5591800212860107,0.02798900008201599
1722585143458303500,0.250303466796875,3.4983251094818115,0.5591800212860107,0.02798900008201599
1722585143468289000,0.2602890625,-2.6407630443573,-0.4562169909477234,0.4943059980869293
1722585143478274600,0.270274658203125,-2.6407630443573,-0.4562169909477234,0.4943059980869293
1722585143488266000,0.280265869140625,1.4438029527664185,0.08922100067138672,-1.3797409534454346
1722585143498257700,0.290257568359375,1.4438029527664185,0.08922100067138672,-1.3797409534454346
1722585143508243500,0.300243408203125,-0.521399974822998,-0.05900400131940842,0.36345499753952026
1722585143518229200,0.310229248046875,-0.521399974822998,-0.05900400131940842,0.36345499753952026
1722585143528216800,0.320216796875,-2.9550509452819824,-0.7707970142364502,0.5244920253753662
1722585143538204400,0.330204345703125,-2.9550509452819824,-0.7707970142364502,0.5244920253753662
1722585143548195800,0.34019580078125,3.1466550827026367,0.5716180205345154,-0.9429100155830383
1722585143558187000,0.35018701171875,3.1466550827026367,0.5716180205345154,-0.9429100155830383
1722585143568176000,0.360176025390625,-1.149893045425415,-0.1418430060148239,0.9296090006828308
1722585143578165200,0.370165283203125,-1.149893045425415,-0.1418430060148239,0.9296090006828308
1722585143588151600,0.380151611328125,0.5901049971580505,-0.5522580146789551,-0.6198779940605164
1722585143598137900,0.390137939453125,0.5901049971580505,-0.5522580146789551,-0.6198779940605164
1722585143608125200,0.400125244140625,0.2788879871368408,-2.05261492729187,-1.0852010250091553
1722585143618112500,0.410112548828125,0.2788879871368408,-2.05261492729187,-1.0852010250091553
1722585143628096800,0.4200966796875,-0.7563419938087463,-0.5462610125541687,0.5717520117759705
1722585143638081000,0.4300810546875,-0.7563419938087463,-0.5462610125541687,0.5717520117759705
1722585143648072700,0.44007275390625,-0.014585999771952629,-1.0618469715118408,-0.5814200043678284
1722585143658064100,0.450064208984375,-0.014585999771952629,-1.0618469715118408,-0.5814200043678284
1722585143668057300,0.460057373046875,1.0147219896316528,-1.4940279722213745,-0.08381299674510956
