time,seconds_elapsed,z,y,x
1722584691389884700,0.026884765625,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691409788200,0.0467880859375,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691429692000,0.06669189453125,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691449595400,0.086595458984375,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691469499100,0.1064990234375,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691489403000,0.12640283203125,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691509306400,0.146306396484375,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691529306400,0.166306396484375,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691549306400,0.186306396484375,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691569306400,0.206306396484375,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691589306400,0.226306396484375,-0.017139999195933342,-0.0214610006660223,0.0033839999232441187
1722584691610889500,0.247889404296875,0.13253000378608704,-0.7964699864387512,-1.7731200456619263
1722584691620889600,0.2578896484375,0.13253000378608704,-0.7964699864387512,-1.7731200456619263
1722584691630875000,0.267875,0.28990399837493896,-0.7031000256538391,-1.4976060390472412
1722584691640860200,0.277860107421875,0.28990399837493896,-0.7031000256538391,-1.4976060390472412
1722584691650821400,0.2878212890625,0.27626100182533264,-0.050717998296022415,-1.7071900367736816
1722584691660782600,0.297782470703125,0.27626100182533264,-0.050717998296022415,-1.7071900367736816
1722584691670748400,0.30774853515625,1.587893009185791,-0.3262439966201782,-1.15933096408844
1722584691680714000,0.3177138671875,1.587893009185791,-0.3262439966201782,-1.15933096408844
1722584691690692900,0.32769287109375,0.9191489815711975,-0.042792998254299164,-1.3734010457992554
1722584691700671500,0.33767138671875,0.9191489815711975,-0.042792998254299164,-1.3734010457992554
1722584691710657500,0.347657470703125,0.07072100043296814,-0.06321799755096436,-1.3973850011825562
1722584691720643600,0.3576435546875,0.07072100043296814,-0.06321799755096436,-1.3973850011825562
1722584691730633700,0.3676337890625,1.101369023323059,0.2332949936389923,-0.6573920249938965
1722584691740624000,0.377623779296875,1.101369023323059,0.2332949936389923,-0.6573920249938965
1722584691750610000,0.38760986328125,-0.5468980073928833,-0.1744769960641861,-0.8731229901313782
1722584691760596200,0.39759619140625,-0.5468980073928833,-0.1744769960641861,-0.8731229901313782
1722584691770580000,0.407580078125,-0.5983560085296631,-0.21741199493408203,-0.503898024559021
1722584691780563700,0.417563720703125,-0.5983560085296631,-0.21741199493408203,-0.503898024559021
1722584691790549500,0.427549560546875,-0.16058899462223053,-0.5033900141716003,-0.7831439971923828
1722584691800535300,0.437535400390625,-0.16058899462223053,-0.5033900141716003,-0.7831439971923828
1722584691810517000,0.44751708984375,0.7646369934082031,0.050025999546051025,0.020150000229477882
1722584691820498400,0.45749853515625,0.7646369934082031,0.050025999546051025,0.020150000229477882
1722584691830480400,0.46748046875,-1.1871540546417236,-0.3403150141239166,-0.13710300624370575
1722584691840462300,0.47746240234375,-1.1871540546417236,-0.3403150141239166,-0.13710300624370575
1722584691850446600,0.487446533203125,0.16233199834823608,-0.7478809952735901,0.2996610105037689
1722584691860431000,0.49743115234375,0.16233199834823608,-0.7478809952735901,0.2996610105037689
1722584691870410800,0.50741064453125,0.24162699282169342,-0.5978149771690369,-0.21050600707530975
1722584691880390700,0.517390625,0.24162699282169342,-0.5978149771690369,-0.21050600707530975
1722584691890375200,0.527375244140625,0.30973899364471436,-0.2755669951438904,0.03705599904060364
1722584691900359700,0.537359619140625,0.30973899364471436,-0.2755669951438904,0.03705599904060364
1722584691910342100,0.547342041015625,-0.414139986038208,0.21195000410079956,-0.5011860132217407
