time,seconds_elapsed,z,y,x
1722585545682342000,-0.192658203125,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545702252300,-0.172747802734375,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545722162700,-0.15283740234375,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545742073300,-0.1329267578125,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545761983700,-0.113016357421875,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545781894100,-0.09310595703125,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545801804500,-0.073195556640625,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545821715200,-0.053284912109375,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545841715200,-0.033284912109375,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545861715200,-0.013284912109375,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545881715200,0.006715087890625,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545901715200,0.026715087890625,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545921715200,0.046715087890625,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545941715200,0.066715087890625,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545961715200,0.086715087890625,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585545981715200,0.106715087890625,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585546001715200,0.126715087890625,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585546021141800,0.146141845703125,1.4511220455169678,1.0497640371322632,0.20662200450897217
1722585546031123200,0.156123291015625,-0.07154499739408493,-0.5773490071296692,-0.1765819936990738
1722585546041104600,0.166104736328125,-0.07154499739408493,-0.5773490071296692,-0.1765819936990738
1722585546051086000,0.176086181640625,-0.14219500124454498,0.5638499855995178,-0.282382994890213
1722585546061067800,0.18606787109375,-0.14219500124454498,0.5638499855995178,-0.282382994890213
1722585546071063800,0.196063720703125,-1.2974820137023926,0.3611370027065277,-0.537792980670929
1722585546081060000,0.20606005859375,-1.2974820137023926,0.3611370027065277,-0.537792980670929
1722585546091039700,0.216039794921875,1.0270500183105469,0.14851799607276917,-0.4625079929828644
1722585546101019400,0.226019287109375,1.0270500183105469,0.14851799607276917,-0.4625079929828644
1722585546111011600,0.236011474609375,-0.8551740050315857,-0.011478000320494175,-0.4232119917869568
1722585546121003800,0.246003662109375,-0.8551740050315857,-0.011478000320494175,-0.4232119917869568
1722585546130987000,0.255987060546875,-0.2775160074234009,0.5168370008468628,-0.29362601041793823
1722585546140970200,0.26597021484375,-0.2775160074234009,0.5168370008468628,-0.29362601041793823
1722585546150962000,0.2759619140625,-0.761792004108429,0.565189003944397,-0.22731100022792816
